StringID_0,String_1,metadata
1002,時間,common_message
1003,分,common_message
1004,{n0}/{n1}/{n2},common_message
1005,{n0}:{n1},common_message
1006,{n0}時間{n1}分,common_message
1007,{n0}/{n1}/{n2}　{n3}:{n4},common_message
1008,DATA　{n0},common_message
1009,AUTO SAVE,common_message
1010,!,common_message
1011,NO DATA,common_message
1012,破損中,common_message
1013,DATA,common_message
1014,{n0},common_message
1015,場所,common_message
1016,日時,common_message
1030,AUTO SAVING,common_message
1100,全体マップ,common_message
1101,閉じる,common_message
1102,ナビ,common_message
1110,{d0} {fs30}{d1},common_message
1200,パーティ,common_message
1213,empty,common_message
1250,レベル {d0} 以上,common_message
1251,最大HPが {d0} 必要,common_message
1252,最大SPが {d0} 必要,common_message
1253,攻撃力が {d0} 必要,common_message
1254,防御力が {d0} 必要,common_message
1255,知力が {d0} 必要,common_message
1256,精神が {d0} 必要,common_message
1257,素早さが {d0} 必要,common_message
1258,才能が {d0} 必要,common_message
1259,友情が {d0}% 必要,common_message
1260,{d0}を持っている,common_message
1261,友情 100% の{d0}が仲間にいる,common_message
1262,このデジモンを見つけたことがある,common_message
1263,進化条件,common_message
1264,退化条件,common_message
1265,OK,common_message
1266,NG,common_message
1267,ジョグレスするデジモンを選択してください,common_message
1268,ジョグレス退化すると下記のデジモンはボックスに追加されます,common_message
1269,エージェントランク {d0} 以上,common_message
1270,進化可能,common_message
1271,進化する,common_message
1272,進化不可,common_message
1273,退化可能,common_message
1274,退化する,common_message
1275,退化不可,common_message
1276,ジョグレス進化可能,common_message
1277,ジョグレス進化する,common_message
1278,ジョグレス進化不可,common_message
1279,ジョグレス退化可能,common_message
1280,このデジモンをメインにジョグレス退化する,common_message
1281,ジョグレス退化不可,common_message
1282,モードチェンジ可能,common_message
1283,モードチェンジする,common_message
1284,退化先の基本性格と現在の性格が一致している,common_message
1285,{d0}の性格が{d1}である,common_message
1300,依頼人,common_message
1301,次の目標,common_message
1302,報酬,common_message
1303,推奨レベル,common_message
1304,報酬金,common_message
1310,ストーリー,common_message
1311,メイン,common_message
1312,サブ,common_message
1313,{fc12依頼人} {image(ui_digivice_quest_point)} {d0},common_message
1314,推奨Lv,common_message
1315,次の目標,common_message
1316,アノマリーポイント,common_message
1317,{image(ui_icon_guideCheck_0)} {d0},common_message
1318,{image(ui_icon_guideCheck_1)} {d0},common_message
1319,QUEST {fc10C}OMPLETE,common_message
1400,ソート,common_message
1401,入手,common_message
1402,名前,common_message
1403,レベル,common_message
1404,世代,common_message
1405,攻撃,common_message
1406,知力,common_message
1407,HP,common_message
1408,SP,common_message
1409,防御,common_message
1410,精神,common_message
1411,素早さ,common_message
1412,才能,common_message
1413,獲得EXP,common_message
1414,スキャン率,common_message
1415,種類,common_message
1416,威力,common_message
1417,サイズ,common_message
1418,配置,common_message
1419,属性,common_message
1420,陸/海,common_message
1421,発生,common_message
1422,No.,common_message
1423,オミット,common_message
1424,オミット,common_message
1450,進化可能,common_message
1451,保護あり,common_message
1452,装備あり,common_message
1453,オミット,common_message
1500,オミット,common_message
1501,オミット,common_message
1704,スペシャルスキル,common_message
3209,LEVEL UP,common_message
3300,Empty,common_message
3400,Empty,common_message
4000,・,common_message
4001,　,common_message
5000,0,common_message
5001,1,common_message
5002,2,common_message
5003,3,common_message
5004,4,common_message
5005,5,common_message
5006,6,common_message
5007,7,common_message
5008,8,common_message
5009,9,common_message
5010,.,common_message
5011,－,common_message
5020,({n0}/{n1}),common_message
6000,A,common_message
6001,B,common_message
6002,C,common_message
6003,D,common_message
6004,E,common_message
6005,F,common_message
6006,G,common_message
6007,H,common_message
6008,I,common_message
6009,J,common_message
6010,K,common_message
6011,L,common_message
6012,M,common_message
6013,N,common_message
6014,O,common_message
6015,P,common_message
6016,Q,common_message
6017,R,common_message
6018,S,common_message
6019,T,common_message
6020,U,common_message
6021,V,common_message
6022,W,common_message
6023,X,common_message
6024,Y,common_message
6025,Z,common_message
9014,属性：,common_message
9015,種族：,common_message
9016,世代：,common_message
9017,調子：,common_message
9018,{d0}  /  {d1}  /  {d2},common_message
9019,種族耐性,common_message
9020,属性耐性,common_message
10000,オミット,common_message
10003,種族,common_message
10004,属性,common_message
10005,世代,common_message
10006,その他,common_message
10007,全選択/全解除,common_message
10008,自動選択,common_message
10009,合成する,common_message
10010,Lv.,common_message
10011,EXP,common_message
10012,次のLv.までのEXP,common_message
10013,獲得EXP,common_message
10014,属性,common_message
10015,種族,common_message
10016,世代,common_message
10017,調子,common_message
10018,（MAX Lv.{n0}),common_message
10019,攻撃力,common_message
10020,防御力,common_message
10021,知力,common_message
10022,精神,common_message
10023,素早さ,common_message
10024,友情,common_message
10025,性格,common_message
10026,才能,common_message
10027,進化履歴,common_message
10028,GET SKILL,common_message
10029,STATUS,common_message
10030,UP！,common_message
10031,(,common_message
10032,),common_message
10033,+,common_message
10034,-,common_message
10035,/,common_message
10036,アタッチメントスキル,common_message
10037,進化・退化,common_message
10038,進化,common_message
10039,退化,common_message
10040,ベースデジモン　　Lv.{n0},common_message
10041,進化先デジモン　　Lv.{n0},common_message
10042,Help,common_message
10043,Close,common_message
10045,ミッション,common_message
10046,{d0}スキャン率,common_message
10047,MAX,common_message
10048,習得レベル,common_message
10049,ステータス,common_message
10050,次へ,common_message
10052,装備,common_message
10053,特殊条件,common_message
10054,物理,common_message
10055,知力,common_message
10056,回復,common_message
10057,強化,common_message
10058,弱体,common_message
10059,特殊,common_message
10060,バトルメンバー,common_message
10061,リザーブメンバー,common_message
10068,選択中のデジモン,common_message
10069,( +{n0} ),common_message
10070,乗る,common_message
10071,降りる,common_message
10072,ステータスの変化,common_message
10073,性格スキル,common_message
10074,タイプ,common_message
10075,Lv.1のみ,common_message
10076,蓄積ボーナスなし,common_message
10080,No Digimon,common_message
10090,フィルタ,common_message
10091,フィルタ適用中,common_message
10092,威力／降順,common_message
10093,威力／昇順,common_message
10094,合成,common_message
10095,初期設定に戻す,common_message
10096,設定を反映する,common_message
10097,獲得スキル,common_message
10098,確定する,common_message
11108,所持数,common_message
10200,ファーム環境,common_message
10201,デジモン,common_message
10202,指示,common_message
10300,GET ITEM,common_message
10301,DIALOG,common_message
10400,退化先デジモン　　Lv.{n0},common_message
10401,モードチェンジ先デジモン　　Lv.{n0},common_message
10402,{fc1モードチェンジは無条件で行うことができ、\n元のモードに戻すこともできます\n\n※レベルや性格、才能値、友情値は変化しません},common_message
10403,以下の2つの条件のうち、1つを満たしていれば\n退化させることができます,common_message
10404,{fc9{d0}} {fc1を所持しているとモードチェンジ可能\nモードチェンジ後に元のモードに戻すこともできます\n\n※レベルや性格、才能値、友情値は変化しません},common_message
10500,バックログ,common_message
10501,ページ送り,common_message
10502,再生,common_message
10503,戻る,common_message
10600,Lv.{n0},common_message
10850,ゲーム設定,common_message
10851,言語・サウンド設定,common_message
10852,グラフィック設定,common_message
10853,ボタン設定（キーボード＆マウス）,common_message
10854,ボタン設定,common_message
10855,その他,common_message
10860,設定する,common_message
10865,明るさ調整,common_message
10866,左右の画像を見比べながら\n{fc10お好みの明るさ}に調整してください。,common_message
10900,{d0}　{d1} {is28}{image(ui_icon_textDeco_010)} {fc14{d2}},common_message
11300,習得数,common_message
11301,MASTER,common_message
11302,スキルツリー,common_message
11303,アノマリーポイント 消費数,common_message
11304,アノマリーポイント 所持数,common_message
11305,スキルカテゴリ,common_message
11306,使用可能TP,common_message
11307,{fc13{d1}} {d2} /{fc13 {d3}},common_message
11308,博愛の絆,common_message
11309,勇壮の絆,common_message
11310,知啓の絆,common_message
11311,友好の絆,common_message
11312,響友の絆,common_message
11500,見つけたデジモン,common_message
11501,登録したデジモン,common_message
11502,図鑑No.,common_message
11503,プロフィール,common_message
11504,ステータス,common_message
11505,進化,common_message
11506,退化,common_message
11507,基本性格,common_message
11508,消費SP,common_message
11600,デジタルワールド,common_message
11601,東京,common_message
11602,エリア,common_message
11603,ダンジョン,common_message
11650,DIGITAL WORLD,common_message
11700,必要威力:{d0},common_message
11701,技切り替え,common_message
11800,カードバインダー,common_message
12000,全員一括,common_message
12100,リトライ,common_message
12101,直線のセーブポイントからやり直し,common_message
12102,タイトルに戻る,common_message
13000,進化先,common_message
13001,退化先,common_message
13002,必要条件,common_message
13003,{d0}可能,common_message
13004,{d0}不可,common_message
13010,進化,common_message
13011,退化,common_message
13012,ジョグレス進化,common_message
13013,ジョグレス退化,common_message
13014,モードチェンジ,common_message
13015,ベースデジモン,common_message
13016,このデジモンが最大レベルの時の数値,common_message
13017,覚えるアタッチメントスキル,common_message
13018,NO DATA,common_message
13019,出会ったことがないデジモンです,common_message
13020,場所,common_message
13021,分割されるデジモン,common_message
14000,デジモンの性格タイプ,common_message
14001,愛,common_message
14002,友,common_message
14003,頭脳,common_message
14004,心,common_message
14005,性格スキル{d0}　{fc10{d1}},common_message
14010,勇壮,common_message
14011,博愛,common_message
14012,友好,common_message
14013,知啓,common_message
19000,難易度,common_message
19001,オミット,common_message
19002,画面の明るさ,common_message
19003,オミット,common_message
19004,ミニマップ表示,common_message
19005,ミニマップ回転,common_message
19006,オミット,common_message
19007,カメラ上下操作,common_message
19008,カメラ左右操作,common_message
19009,オミット,common_message
19010,オミット,common_message
19011,カメラ速度,common_message
19012,会話オート機能,common_message
19013,オミット,common_message
19014,振動,common_message
19015,ゲーム言語,common_message
19016,キャラクターボイス,common_message
19017,マスター音量,common_message
19018,BGM音量,common_message
19019,SE音量,common_message
19020,ボイス音量,common_message
19021,ムービー音量,common_message
19022,出力設定,common_message
19023,デジモンボイス,common_message
19024,決定,common_message
19025,キャンセル,common_message
19026,メニュー操作,common_message
19027,デジヴァイス/情報切替/スキップ,common_message
19028,クイックアクセス(決定),common_message
19029,デジライド/エスケープ,common_message
19030,アナライズ/タブ切替,common_message
19031,デジアタック/クロスアーツ/タブ切替,common_message
19032,マップ切替/デジヴァイスを閉じる,common_message
19033,ON,common_message
19034,OFF,common_message
19035,ノーマル,common_message
19036,ハード,common_message
19037,表示しない,common_message
19038,1体だけ表示,common_message
19039,全て表示,common_message
19040,ノーマル,common_message
19041,リバース,common_message
19042,遅い,common_message
19043,普通,common_message
19044,早い,common_message
19045,即表示,common_message
19046,低,common_message
19047,中,common_message
19048,高,common_message
19049,日本語,common_message
19050,英語,common_message
19051,フランス語,common_message
19052,スペイン語,common_message
19053,ドイツ語,common_message
19054,イタリア語,common_message
19055,ブラジルポルトガル語,common_message
19056,韓国語,common_message
19057,中国語(繁体),common_message
19058,中国語(簡体),common_message
19059,モノラル,common_message
19060,ステレオ,common_message
19061,サラウンド,common_message
19062,ニュートラルスペイン語,common_message
19063,システムメニュー/ソート切替,common_message
19064,,common_message
19065,主人公の見た目,common_message
19066,タイプA,common_message
19067,タイプB,common_message
19068,主人公の名前,common_message
19069,EULA,common_message
19070,プライバシーポリシー,common_message
19071,データ使用に関する同意（{d0}）,common_message
19072,確認する,common_message
19073,確認・変更する,common_message
19074,同意済,common_message
19075,不同意,common_message
19076,会話オート継続,common_message
19077,バトルオート継続,common_message
19078,コピーライト,common_message
20000,{is48}{image(ui_icon_system_04_2)}合成する,common_message
20001,{is48}{image(ui_icon_system_04_sub)}合成する,common_message
20100,性格,common_message
20101,説明,common_message
20102,正義,common_message
20103,熱血,common_message
20104,冷静,common_message
20105,悪,common_message
21000,該当するデジモンがいません,common_message
21001,所持アイテムがありません,common_message
21002,ボックスメンバーがいません,common_message
21003,選択できるデジモンがいません,common_message
21004,情報がありません,common_message
21005,対戦相手が見つかりませんでした,common_message
21006,メッセージがありません,common_message
100000,セット{fc10ア}ップ,common_message
100001,デジ{fc10バ}ンク,common_message
100002,{fc10進}化 / 退化,common_message
ui_title_0103,強化{fc10ロ}ード,common_message
ui_title_0104,データに{fc10戻}す,common_message
100005,所持{fc10ア}イテム,common_message
100006,ミッ{fc10シ}ョン,common_message
100007,コ{fc10ス}チューム,common_message
100008,セー{fc10ブ},common_message
100009,ロー{fc10ド},common_message
100010,オ{fc10プ}ション,common_message
100011,チュート{fc10リ}アル,common_message
100012,図{fc10鑑},common_message
100013,エージェント{fc10ス}キル,common_message
100014,コン{fc10バ}ート,common_message
100100,ポー{fc10ズ},common_message
100200,マ{fc10テ}リアル・ワ－ルド,common_message
100201,デ{fc10ジ}タルワ－ルド・イリアス,common_message
100300,デ{fc10ジ}ライン,common_message
100301,バッ{fc10ク}ログ,common_message
100400,ファームへ{fc10移}住,common_message
ui_title_0121,クロスアーツ{fc10設}定,common_message
ui_title_0122,タイム{fc10ジ}ャンプ,common_message
ui_title_0123,デジ{fc10ケ}ア,common_message
ui_title_0124,アウター・ダン{fc10ジ}ョン,common_message
ui_title_0125,スキルディ{fc10ス}ク,common_message
ui_title_0126,装{fc10備}品,common_message
ui_title_0127,闘{fc10技}場,common_message
ui_title_0128,{fc10特}訓,common_message
ui_title_0129,{fc10生}産,common_message
ui_title_0130,特訓{fc10完}了,common_message
ui_title_0131,回{fc10復},common_message
ui_title_0132,強くて{fc10ニュー}ゲーム,common_message
ui_title_0133,BGM{fc10設}定,common_message
110000,装備リスト,common_message
110001,コスチュームリスト,common_message
110002,設定,common_message
110003,東京,common_message
110004,イリアス,common_message
120000,全て,common_message
120001,物理,common_message
120002,魔法,common_message
120003,回復,common_message
120004,強化,common_message
120005,弱体,common_message
120006,特殊,common_message
120100,全てのデジモン,common_message
120101,バトルメンバーのデジモン,common_message
120102,リザーブメンバーのデジモン,common_message
120103,ボックスメンバーのデジモン,common_message
120200,消費,common_message
120201,装備,common_message
120202,素材,common_message
120203,ファーム,common_message
120204,貴重品,common_message
120300,バトルサポート,common_message
120301,リザルト,common_message
120302,フィールドサポート,common_message
120303,買い物,common_message
120304,ファームスキル,common_message
120305,お手入れスキル,common_message
120306,育成ボーナス,common_message
120307,ボックス,common_message
120308,開発,common_message
120400,メインミッション,common_message
120401,サイドミッション,common_message
120402,フリーミッション,common_message
120500,バトル,common_message
120501,育成,common_message
120502,フィールド,common_message
120503,システム,common_message
120504,アイテムパック,common_message
130000,試着中のコスチューム,common_message
130001,{image(ui_digivice_costume_vdr)}  VIRTUAL DRESSING ROOM,common_message
130002,試着中,common_message
130003,回転,common_message
140001,8年前,common_message
140002,現代,common_message
150000,WEAK,common_message
150001,RESIST,common_message
150100,CHANGE,common_message
150101,チェンジ,common_message
150102,リザーブメンバー,common_message
150103,デジモンを交代しますか？,common_message
150110,ITEM,common_message
150111,アイテム,common_message
150112,所持数,common_message
150113,使用できるアイテムはありません,common_message
150120,SKILL,common_message
150121,スキル,common_message
150122,スペシャルスキル,common_message
150123,アタッチメントスキル,common_message
150130,ANALYSE,common_message
150131,ESCAPE,common_message
150132,SPEED,common_message
150133,AUTO,common_message
150134,×{n0},common_message
171000,RE{fc10S}ULT,common_message
171001,{fc10L}OG,common_message
171002,スキャン率 :,common_message
171003,獲得経験値 ：,common_message
171004,獲得報酬 ：,common_message
171005,＞,common_message
171006,pt,common_message
172000,因子,common_message
180000,バックログ,common_message
180001,デジライン,common_message
180002,ホーム,common_message
180003,仲間,common_message
180004,ファーム,common_message
180005,ミッション,common_message
180006,{n0}年 {n1}月 {n2}日,common_message
180007,{is30}{image(ui_digivice_digiline_reply)}返信する,common_message
180008,返信する,common_message
180009,デジモン,common_message
180010,チュートリアル,common_message
190000,{n0} {fc15/ {n1}},common_message
190001,オミット,common_message
190002,オミット,common_message
190003,特訓中…,common_message
190004,オミット,common_message
190005,オミット,common_message
190006,特訓完了！,common_message
190007,オミット,common_message
190008,性格スキル,common_message
190009,{n0}:{n1},common_message
190010,デジモンとふれあい,common_message
190011,オミット,common_message
190012,オミット,common_message
190013,デジモンを移住,common_message
190014,島を配置,common_message
190015,グッズを配置,common_message
190016,ボックスに戻す,common_message
190017,グッズを削除,common_message
190018,移住させる,common_message
900010,WEAK,common_message
900011,RESIST,common_message
ui_quest_0010,メインミッション,common_message
ui_quest_0011,サイドミッション,common_message
ui_quest_0012,フリーミッション,common_message
ui_quest_0013,アウター・ダンジョン,common_message
ui_quest_0020,{d0}完了：,common_message
ui_quest_0030,COM{fc10P}LETE,common_message
ui_event_0010,SKIP,common_message
ui_event_0020,PAUSE,common_message
ui_event_0030,LOG,common_message
ui_event_0040,AUTO,common_message
ui_reinforcement_0100,素材デジモン,common_message
ui_reinforcement_0101,選択中,common_message
ui_reinforcement_0102,ベースデジモン,common_message
ui_reinforcement_0103,次のLv.まで,common_message
ui_reinforcement_0104,Lv.,common_message
ui_reinforcement_0105,自動選択,common_message
ui_reinforcement_0106,Lv.1のみ,common_message
ui_reinforcement_0107,蓄積ボーナスなし,common_message
ui_reinforcement_0108,{d0} {d1},common_message
ui_conversion_0100,所持デジモン,common_message
ui_tamer_0020,クロスアーツ設定,common_message
ui_tamer_0030,カード,common_message
ui_xartsset_0010,クロスアーツ,common_message
ui_shop_0010,購入,common_message
ui_shop_0011,売却,common_message
ui_shop_0012,所持,common_message
ui_shop_0013,金額,common_message
ui_shop_0020,{d0} {d1} → {fc{d2} {d3}},common_message
ui_shop_0110,開発,common_message
ui_shop_0111,分解,common_message
ui_shop_0112,必要アイテム,common_message
ui_shop_0113,所持/必要,common_message
ui_shop_0114,獲得アイテム,common_message
ui_shop_0120,{d0} {d1} × {n0},common_message
tab_name_0000,ALL,common_message
tab_name_0010,回復,common_message
tab_name_0011,強化,common_message
tab_name_0012,特殊,common_message
tab_name_0020,装備品,common_message
tab_name_0025,スキルディスク,common_message
tab_name_0030,素材,common_message
tab_name_0040,ファーム,common_message
tab_name_0050,貴重品,common_message
tab_name_0060,服,common_message
tab_name_0070,アイテム,common_message
tab_name_0080,デジモン,common_message
ui_worldmap_0100,封鎖中,common_message
ui_hazamagate_0010,元の世界に戻る（ストーリーを進める）,common_message
ui_battle_0010,WEAK,common_message
ui_battle_0020,RESIST,common_message
ui_battle_0030,ATTACK,common_message
ui_battle_0040,SKILL,common_message
ui_battle_0050,ITEM,common_message
ui_battle_0060,CP,common_message
ui_battle_0070,X-Arts,common_message
ui_battle_0071,クロスアーツ,common_message
ui_battle_0080,BREAK POINT,common_message
ui_battle_0090,GIVE UP,common_message
ui_digifarm_digicare_0010,オミット,common_message
ui_digifarm_digicare_0020,オミット,common_message
ui_digifarm_digicare_0030,ごはん,common_message
ui_digifarm_digimon_0010,オミット,common_message
ui_digifarm_digimon_0020,特訓,common_message
ui_digifarm_digimon_0021,特訓を即時完了,common_message
ui_digifarm_digimon_0022,特訓をやめる,common_message
ui_digifarm_digimon_0030,ごはん,common_message
ui_digifarm_digimon_0040,現在の性格スキル,common_message
ui_digifarm_digimon_0050,新しい性格スキル,common_message
ui_digifarm_digimon_0055,{fc9{d0}}\nの性格スキルを入れ替えることができます\n入れ替えますか？,common_message
ui_digifarm_digimon_0060,特訓グッズ,common_message
ui_digifarm_digimon_0070,必要時間,common_message
ui_digifarm_digimon_0080,{n0} : {n1},common_message
ui_digifarm_digimon_0090,特訓に必要な\nグッズを所持していません,common_message
ui_digifarm_digimon_0100,特訓{fc10完}了！,common_message
ui_digifarm_digimon_0110,オミット,common_message
ui_digifarm_digimon_0120,オミット,common_message
ui_digifarm_digimon_0130,デジモンたちがアイテムを拾ってきました,common_message
ui_digifarm_digimon_0140,デジモンの配置場所・向き・行動範囲を設定してください,common_message
ui_digifarm_digimon_0150,移住デジモンの特訓・ふれあい,common_message
ui_digifarm_digimon_0160,編集モード,common_message
ui_digifarm_digimon_0170,デジモンの移動先を選択してください,common_message
ui_digifarm_digimon_0180,グッズの移動先を選択してください,common_message
ui_digifarm_island_01,海,common_message
ui_digifarm_island_02,草原の島,common_message
ui_digifarm_island_03,砂漠の島,common_message
ui_digifarm_island_04,遺跡の島,common_message
ui_digifarm_island_05,工場の島,common_message
ui_digifarm_island_06,凍土の島,common_message
ui_digimoncard_battle_0000,PLAYER,common_message
ui_digimoncard_battle_0001,RIVAL,common_message
ui_digimoncard_battle_0010,New Card!!,common_message
ui_digimoncard_battle_0020,Unowned Card!,common_message
ui_digimoncard_battle_0030,BATTLE,common_message
ui_digimoncard_battle_0040,READY,common_message
ui_digimoncard_battle_0050,You're First,common_message
ui_digimoncard_battle_0060,You're Second,common_message
ui_digimoncard_battle_0070,Choose Your Card,common_message
ui_digimoncard_battle_0080,あなたが{fc9先攻}です。バトルするカードを選んでください,common_message
ui_digimoncard_battle_0090,あなたが{fc9後攻}です。バトルするカードを選んでください,common_message
ui_digimoncard_battle_0100,BRAVE!,common_message
ui_digimoncard_battle_0110,WIN!!,common_message
ui_digimoncard_battle_0120,LOSE...,common_message
ui_digimoncard_battle_0130,Extra Card Summon!!,common_message
ui_digimoncard_battle_0140,役が成立しました。エクストラカードを召喚しますか？,common_message
ui_digimoncard_battle_0150,エクストラカード召喚を行うと\nこのカードが手札に追加で加わります,common_message
ui_digimoncard_battle_0151,エクストラカード召喚を行うと\nこのカードが手札に追加で加わります\n（{fc9所持していないカードです}）,common_message
ui_digimoncard_battle_0160,Loading...,common_message
ui_digimoncard_battle_0170,{n0}勝したので {fc9カードを{n1}枚} もらえます\nカードを選んでください\n( {n2}/{n1} ),common_message
ui_digimoncard_battle_0180,EXTRA,common_message
ui_digimoncard_deck_0010,{fc9カ}ード,common_message
ui_digimoncard_deck_0020,お気に入り,common_message
ui_digimoncard_deck_0030,【カード獲得条件】,common_message
ui_digimoncard_deck_0040,エクストラカード召喚で獲得,common_message
ui_digimoncard_deck_0050,カードバトルで獲得,common_message
ui_digimoncard_deck_0060,--- 条件デジモン ---,common_message
ui_digimoncard_deck_0070,--- 条件 ---,common_message
ui_digimoncard_deck_0080,所持カード,common_message
ui_digimoncard_deck_0090,{d0} {n0}枚,common_message
ui_gameover_0010,GAME OVER,common_message
ui_gameover_0020,バトルをリトライ,common_message
ui_gameover_0030,難易度を下げてバトルをリトライ,common_message
ui_gameover_0031,無敵モードでバトルをリトライ,common_message
ui_gameover_0040,リタイア,common_message
ui_gameover_0041,ロビーに戻る,common_message
ui_gameover_0050,ロード,common_message
ui_gameover_0060,タイトルに戻る,common_message
ui_hazama_d_0010,C{fc9L}EAR,common_message
ui_hazama_d_0020,ミッション概要,common_message
ui_hazama_d_0030,クリア条件,common_message
ui_hazama_d_0040,失敗条件,common_message
ui_hazama_d_0050,リタイア,common_message
ui_hazama_d_0060,({n0}秒),common_message
ui_hazama_d_0070,CLEAR!!,common_message
ui_hazama_d_0080,アウター・ダンジョンミッション,common_message
ui_arena_0010,挑戦者一覧,common_message
ui_battle_backattack_01,オミット,common_message
ui_battle_backattack_02,オミット,common_message
ui_battle_evolution_0010,Digivolution,common_message
ui_battle_evolution_0020,進化,common_message
ui_battle_evolution_0030,DIGIVOLUTION,common_message
ui_battle_evolution_0040,進化先,common_message
ui_battle_evolution_0050,アイギオモンの形態を変化しますか？,common_message
ui_battle_evolution_0060,CP,common_message
ui_battle_evolution_0070,X-Arts,common_message
ui_battle_evolution_0080,クロスアーツ,common_message
ui_battle_item_0010,このターンでは\nもうアイテムを使用できません,common_message
ui_battle_item_0020,{fc2※回復が必要なデジモンがいないため使えません},common_message
ui_battle_jogress_01,2体のデジモンでジョグレス進化を行い、合体スキルを発動しますか？,common_message
ui_battle_jogress_02,{fc2※2体のデジモンは行動済みになります},common_message
ui_battle_target_0010,{is24}{sub1}  リザーブ切替,common_message
ui_field_skill_0010,新しいスキルディスク,common_message
ui_field_skill_0020,レベルアップで入手,common_message
ui_item_list_0010,装備済,common_message
ui_item_list_0020,装備しているデジモン,common_message
ui_item_list_0030,バトル・リザーブ・ゲストメンバー,common_message
ui_recovery_0010,オミット,common_message
ui_recovery_0011,オミット,common_message
ui_recovery_0012,オミット,common_message
ui_recovery_0020,オミット,common_message
ui_recovery_0021,オミット,common_message
ui_recovery_0022,オミット,common_message
ui_field_log_0010,MAX,common_message
ui_field_log_0020,{fc9…つづく},common_message
ui_title_0010,PRESS ANY BUTTON,common_message
ui_title_0020,PRESS ANY KEY,common_message
ui_title_0030,つづきから,common_message
ui_title_0040,はじめから,common_message
ui_title_0050,強くてニューゲーム　,common_message
ui_title_0060,{pf(PlayStation®Store/Microsoft Store/Nintendo eShop/ダウンロードショップ)},common_message
ui_title_0070,オプション,common_message
ui_title_0080,ゲームを終了する,common_message
ui_title_0090,CLEAR,common_message
ui_title_0100,ゲームモード選択,common_message
ui_title_0110,ゲームモード,common_message
ui_title_0120,アニメーション「〇〇〇」を視聴 ※仮テキスト,common_message
ui_title_language_01,Japanese,common_message
ui_title_language_02,English,common_message
ui_title_language_03,French,common_message
ui_title_language_04,Spanish,common_message
ui_title_language_05,German,common_message
ui_title_language_06,Italian,common_message
ui_title_language_07,Brazilian Portuguese,common_message
ui_title_language_08,Korean,common_message
ui_title_language_09,Chinese Traditional,common_message
ui_title_language_10,Chinese Simplified,common_message
ui_title_language_11,Arabic,common_message
ui_title_language_12,Polish,common_message
ui_title_language_13,Russian,common_message
ui_title_language_14,Thai,common_message
ui_title_language_15,Indonesian,common_message
ui_launch_0010,このゲームのシナリオ・設定はフィクションであり、 \n実在の国、地域、人物、企業・団体、事件とは\n一切関係ありません。,common_message
ui_launch_0020,ご注意,common_message
ui_launch_0030,このゲームはオートセーブに対応しています\nセーブアイコンが表示されている間はゲームを終了しないでください,common_message
ui_playerselect_0010,主人公の見た目を選択してください,common_message
ui_playerselect_0020,結城 {d0},common_message
ui_kizunaskill_0010,--SECRET--,common_message
ui_kizunaskill_0020,ランクアップに必要な消費{fc13{d0}},common_message
ui_kizunaskill_0025,{fc13{d0} {d1}} → {fc{d2} {d3}},common_message
ui_kizunaskill_0030,性格{is32}{image(ui_icon_personal01_00)}勇壮デジモンの数 {n0} {fc15/ {n1}},common_message
ui_kizunaskill_0031,性格{is32}{image(ui_icon_personal01_01)}博愛デジモンの数 {n0} {fc15/ {n1}},common_message
ui_kizunaskill_0032,性格{is32}{image(ui_icon_personal01_02)}友好デジモンの数 {n0} {fc15/ {n1}},common_message
ui_kizunaskill_0033,性格{is32}{image(ui_icon_personal01_03)}知啓デジモンの数 {n0} {fc15/ {n1}},common_message
ui_kizunaskill_0040,{is26}{image(ui_icon_personal01_00)}熱血,common_message
ui_kizunaskill_0041,{is26}{image(ui_icon_personal01_00)}勇敢,common_message
ui_kizunaskill_0042,{is26}{image(ui_icon_personal01_00)}蛮勇,common_message
ui_kizunaskill_0043,{is26}{image(ui_icon_personal01_00)}豪胆,common_message
ui_kizunaskill_0044,{is26}{image(ui_icon_personal01_01)}慈愛,common_message
ui_kizunaskill_0045,{is26}{image(ui_icon_personal01_01)}献身的,common_message
ui_kizunaskill_0046,{is26}{image(ui_icon_personal01_01)}包容力,common_message
ui_kizunaskill_0047,{is26}{image(ui_icon_personal01_01)}過保護,common_message
ui_kizunaskill_0048,{is26}{image(ui_icon_personal01_02)}日和見,common_message
ui_kizunaskill_0049,{is26}{image(ui_icon_personal01_02)}気さく,common_message
ui_kizunaskill_0050,{is26}{image(ui_icon_personal01_02)}社交的,common_message
ui_kizunaskill_0051,{is26}{image(ui_icon_personal01_02)}人情家,common_message
ui_kizunaskill_0052,{is26}{image(ui_icon_personal01_03)}天啓,common_message
ui_kizunaskill_0053,{is26}{image(ui_icon_personal01_03)}悪知恵,common_message
ui_kizunaskill_0054,{is26}{image(ui_icon_personal01_03)}聡慧,common_message
ui_kizunaskill_0055,{is26}{image(ui_icon_personal01_03)}戦略家,common_message
ui_difficulty_name_01,ストーリー,common_message
ui_difficulty_name_02,バランス,common_message
ui_difficulty_name_03,ハード,common_message
ui_difficulty_name_04,究極体,common_message
ui_difficulty_name_05,超究極体,common_message
ui_difficulty_name_06,オミット,common_message
ui_difficulty_name_07,オミット,common_message
